Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MakeAppointment,Firefox 60.0,,2018-07-21 23:44:58,2018-07-21 23:47:04,2m - 6.243s,PASSED
,,,,,,
Test Cases/Launch Web App/Open Home Page,Firefox 60.0,,2018-07-21 23:44:59,2018-07-21 23:46:13,1m - 13.917s,PASSED
openBrowser,Firefox 60.0,,2018-07-21 23:44:59,2018-07-21 23:46:12,1m - 12.667s,PASSED
verifyMatch,Firefox 60.0,,2018-07-21 23:46:12,2018-07-21 23:46:13,0.731s,PASSED
,,,,,,
Test Cases/Login/Login,Firefox 60.0,,2018-07-21 23:46:13,2018-07-21 23:46:20,6.931s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:14,2018-07-21 23:46:15,0.586s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:15,2018-07-21 23:46:17,2.504s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:17,2018-07-21 23:46:18,0.681s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:18,2018-07-21 23:46:18,0.198s,PASSED
com.ahmedsoft.utilities.AppUtilities.login,Firefox 60.0,,2018-07-21 23:46:18,2018-07-21 23:46:20,1.868s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:46:20,2018-07-21 23:46:40,20.061s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:20,2018-07-21 23:46:21,0.269s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:46:21,2018-07-21 23:46:21,0.346s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:21,2018-07-21 23:46:21,0.301s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:21,2018-07-21 23:46:22,0.120s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-21 23:46:22,2018-07-21 23:46:25,3.308s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:25,2018-07-21 23:46:25,0.372s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:25,2018-07-21 23:46:26,0.462s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:26,2018-07-21 23:46:26,0.593s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:26,2018-07-21 23:46:26,0.208s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:26,2018-07-21 23:46:32,5.421s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-21 23:46:32,2018-07-21 23:46:32,0.467s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:32,2018-07-21 23:46:33,0.560s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:33,2018-07-21 23:46:35,1.972s,PASSED
delay,Firefox 60.0,,2018-07-21 23:46:35,2018-07-21 23:46:40,5.035s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:46:40,2018-07-21 23:46:52,12.342s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:40,2018-07-21 23:46:40,0.439s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:46:40,2018-07-21 23:46:41,0.285s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:41,2018-07-21 23:46:41,0.283s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:41,2018-07-21 23:46:41,0.120s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-21 23:46:41,2018-07-21 23:46:42,0.351s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:42,2018-07-21 23:46:42,0.318s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:42,2018-07-21 23:46:42,0.536s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:42,2018-07-21 23:46:43,0.795s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:43,2018-07-21 23:46:44,0.372s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:44,2018-07-21 23:46:46,2.327s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-21 23:46:46,2018-07-21 23:46:46,0.247s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:46,2018-07-21 23:46:47,0.378s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:47,2018-07-21 23:46:47,0.774s,PASSED
delay,Firefox 60.0,,2018-07-21 23:46:47,2018-07-21 23:46:52,5.004s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:46:52,2018-07-21 23:47:03,10.811s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:52,2018-07-21 23:46:53,0.350s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:46:53,2018-07-21 23:46:53,0.283s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:53,2018-07-21 23:46:53,0.287s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:53,2018-07-21 23:46:54,0.185s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-21 23:46:54,2018-07-21 23:46:54,0.447s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:54,2018-07-21 23:46:54,0.304s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:54,2018-07-21 23:46:55,0.530s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:55,2018-07-21 23:46:55,0.468s,PASSED
setText,Firefox 60.0,,2018-07-21 23:46:55,2018-07-21 23:46:56,0.320s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:56,2018-07-21 23:46:57,1.098s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-21 23:46:57,2018-07-21 23:46:57,0.176s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:46:57,2018-07-21 23:46:57,0.237s,PASSED
click,Firefox 60.0,,2018-07-21 23:46:57,2018-07-21 23:46:58,0.991s,PASSED
delay,Firefox 60.0,,2018-07-21 23:46:58,2018-07-21 23:47:03,5.005s,PASSED
