Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MakeAppointment,Firefox 60.0,,2018-06-24 19:41:05,2018-06-24 19:41:45,40.448s,PASSED
,,,,,,
Test Cases/Launch Web App/Open Home Page,Firefox 60.0,,2018-06-24 19:41:07,2018-06-24 19:41:33,26.411s,PASSED
openBrowser,Firefox 60.0,,2018-06-24 19:41:08,2018-06-24 19:41:33,24.964s,PASSED
verifyMatch,Firefox 60.0,,2018-06-24 19:41:33,2018-06-24 19:41:33,0.704s,PASSED
,,,,,,
Test Cases/Login/Login,Firefox 60.0,,2018-06-24 19:41:33,2018-06-24 19:41:38,4.385s,PASSED
click,Firefox 60.0,,2018-06-24 19:41:34,2018-06-24 19:41:35,0.488s,PASSED
click,Firefox 60.0,,2018-06-24 19:41:35,2018-06-24 19:41:36,0.940s,PASSED
verifyElementVisible,Firefox 60.0,,2018-06-24 19:41:36,2018-06-24 19:41:36,0.195s,PASSED
verifyElementVisible,Firefox 60.0,,2018-06-24 19:41:36,2018-06-24 19:41:36,0.111s,PASSED
com.ahmedsoft.utilities.AppUtilities.login,Firefox 60.0,,2018-06-24 19:41:36,2018-06-24 19:41:38,1.607s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-06-24 19:41:38,2018-06-24 19:41:44,6.095s,PASSED
click,Firefox 60.0,,2018-06-24 19:41:38,2018-06-24 19:41:38,0.277s,PASSED
verifyEqual,Firefox 60.0,,2018-06-24 19:41:38,2018-06-24 19:41:39,0.152s,PASSED
click,Firefox 60.0,,2018-06-24 19:41:39,2018-06-24 19:41:39,0.272s,PASSED
verifyElementVisible,Firefox 60.0,,2018-06-24 19:41:39,2018-06-24 19:41:39,0.141s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-06-24 19:41:39,2018-06-24 19:41:40,0.785s,PASSED
setText,Firefox 60.0,,2018-06-24 19:41:40,2018-06-24 19:41:40,0.242s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectCheckboxByLabel,Firefox 60.0,,2018-06-24 19:41:40,2018-06-24 19:41:40,0.045s,PASSED
check,Firefox 60.0,,2018-06-24 19:41:40,2018-06-24 19:41:41,0.755s,PASSED
delay,Firefox 60.0,,2018-06-24 19:41:41,2018-06-24 19:41:44,3.038s,PASSED
