Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MakeAppointment,Firefox 60.0,,2018-07-21 23:56:26,2018-07-21 23:58:45,2m - 19.781s,FAILED
,,,,,,
Test Cases/Launch Web App/Open Home Page,Firefox 60.0,,2018-07-21 23:56:27,2018-07-21 23:56:50,22.728s,PASSED
openBrowser,Firefox 60.0,,2018-07-21 23:56:28,2018-07-21 23:56:49,21.153s,PASSED
verifyMatch,Firefox 60.0,,2018-07-21 23:56:49,2018-07-21 23:56:50,0.666s,PASSED
,,,,,,
Test Cases/Login/Login,Firefox 60.0,,2018-07-21 23:56:50,2018-07-21 23:56:57,7.005s,PASSED
click,Firefox 60.0,,2018-07-21 23:56:52,2018-07-21 23:56:52,0.522s,PASSED
click,Firefox 60.0,,2018-07-21 23:56:52,2018-07-21 23:56:54,1.860s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:56:54,2018-07-21 23:56:54,0.442s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:56:54,2018-07-21 23:56:55,0.324s,PASSED
com.ahmedsoft.utilities.AppUtilities.login,Firefox 60.0,,2018-07-21 23:56:55,2018-07-21 23:56:57,2.405s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:56:57,2018-07-21 23:57:10,12.883s,PASSED
click,Firefox 60.0,,2018-07-21 23:56:58,2018-07-21 23:56:58,0.331s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:56:58,2018-07-21 23:56:59,0.341s,PASSED
click,Firefox 60.0,,2018-07-21 23:56:59,2018-07-21 23:56:59,0.285s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:56:59,2018-07-21 23:56:59,0.121s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-21 23:56:59,2018-07-21 23:57:03,3.304s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:03,2018-07-21 23:57:03,0.283s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:03,2018-07-21 23:57:03,0.280s,PASSED
setText,Firefox 60.0,,2018-07-21 23:57:03,2018-07-21 23:57:04,0.419s,PASSED
setText,Firefox 60.0,,2018-07-21 23:57:04,2018-07-21 23:57:04,0.145s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:04,2018-07-21 23:57:04,0.587s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-21 23:57:04,2018-07-21 23:57:04,0.130s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:57:04,2018-07-21 23:57:04,0.078s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:04,2018-07-21 23:57:05,0.556s,PASSED
delay,Firefox 60.0,,2018-07-21 23:57:05,2018-07-21 23:57:10,5.020s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:57:10,2018-07-21 23:58:04,54.078s,FAILED
click,Firefox 60.0,,2018-07-21 23:57:10,2018-07-21 23:57:10,0.334s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:57:10,2018-07-21 23:57:11,0.258s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:11,2018-07-21 23:57:11,0.285s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:57:11,2018-07-21 23:57:11,0.109s,PASSED
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-21 23:57:11,2018-07-21 23:57:12,0.471s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:12,2018-07-21 23:57:12,0.295s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:12,2018-07-21 23:57:12,0.325s,PASSED
setText,Firefox 60.0,,2018-07-21 23:57:12,2018-07-21 23:57:13,0.838s,PASSED
setText,Firefox 60.0,,2018-07-21 23:57:13,2018-07-21 23:57:13,0.214s,PASSED
click,Firefox 60.0,,2018-07-21 23:57:13,2018-07-21 23:57:14,0.848s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-21 23:57:14,2018-07-21 23:57:14,0.157s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:57:14,2018-07-21 23:58:04,49.858s,FAILED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Firefox 60.0,,2018-07-21 23:58:04,2018-07-21 23:58:44,39.898s,FAILED
click,Firefox 60.0,,2018-07-21 23:58:04,2018-07-21 23:58:05,0.472s,PASSED
verifyEqual,Firefox 60.0,,2018-07-21 23:58:05,2018-07-21 23:58:05,0.341s,PASSED
click,Firefox 60.0,,2018-07-21 23:58:05,2018-07-21 23:58:06,0.340s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-21 23:58:06,2018-07-21 23:58:44,38.545s,FAILED
