Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MakeAppointment,Chrome 67.0.3396.99,,2018-07-22 19:57:18,2018-07-22 19:58:17,59.206s,PASSED
,,,,,,
Test Cases/Launch Web App/Open Home Page,Chrome 67.0.3396.99,,2018-07-22 19:57:20,2018-07-22 19:57:31,11.299s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-22 19:57:21,2018-07-22 19:57:30,9.590s,PASSED
verifyMatch,Chrome 67.0.3396.99,,2018-07-22 19:57:30,2018-07-22 19:57:31,0.688s,PASSED
,,,,,,
Test Cases/Login/Login,Chrome 67.0.3396.99,,2018-07-22 19:57:31,2018-07-22 19:57:38,6.785s,PASSED
click,Chrome 67.0.3396.99,,2018-07-22 19:57:32,2018-07-22 19:57:33,0.899s,PASSED
click,Chrome 67.0.3396.99,,2018-07-22 19:57:33,2018-07-22 19:57:34,1.308s,PASSED
verifyElementVisible,Chrome 67.0.3396.99,,2018-07-22 19:57:34,2018-07-22 19:57:34,0.176s,PASSED
verifyElementVisible,Chrome 67.0.3396.99,,2018-07-22 19:57:34,2018-07-22 19:57:35,0.150s,PASSED
com.ahmedsoft.utilities.AppUtilities.login,Chrome 67.0.3396.99,,2018-07-22 19:57:35,2018-07-22 19:57:38,3.052s,PASSED
,,,,,,
Test Cases/Make Appointment/BookAppointment,Chrome 67.0.3396.99,,2018-07-22 19:57:38,2018-07-22 19:58:17,38.885s,PASSED
click,Chrome 67.0.3396.99,,2018-07-22 19:57:39,2018-07-22 19:57:39,0.264s,PASSED
verifyEqual,Chrome 67.0.3396.99,,2018-07-22 19:57:39,2018-07-22 19:57:39,0.251s,PASSED
click,Chrome 67.0.3396.99,,2018-07-22 19:57:39,2018-07-22 19:57:40,0.086s,PASSED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(AppointmentsData).getRowNumbers(), (row++)])",Chrome 67.0.3396.99,,2018-07-22 19:57:40,2018-07-22 19:58:17,37.035s,PASSED
