Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebServiceTests,,,2018-08-20 15:32:23,2018-08-20 15:32:29,5.928s,PASSED
,,,,,,
Test Cases/WebserviceTest/POST/CreateUser,,,2018-08-20 15:32:24,2018-08-20 15:32:26,1.827s,PASSED
Start listener action : sampleBeforeTestCase,,,2018-08-20 15:32:24,2018-08-20 15:32:24,0.024s,PASSED
Statement - responseAddUser = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.002s,PASSED
Statement - requestAddUser = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.003s,PASSED
Statement - faker = new com.ahmedsoft.utilities.DataFactory(),,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.503s,PASSED
Statement - body = faker.createStringifiedUser(),,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.063s,PASSED
"Statement - user = faker.jsonifyUser(body, com.ahmedsoft.utilities.User)",,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.009s,PASSED
Statement - requestAddUser = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/API/AddUser),,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.046s,PASSED
"Statement - requestAddUser.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,2018-08-20 15:32:25,2018-08-20 15:32:25,0.020s,PASSED
Statement - responseAddUser = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(requestAddUser),,,2018-08-20 15:32:25,2018-08-20 15:32:26,0.544s,PASSED
"Statement - newUser = faker.jsonifyUser(responseAddUser.getResponseText(), com.ahmedsoft.utilities.User)",,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.008s,PASSED
verifyEqual,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.073s,PASSED
verifyResponseStatusCode,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.039s,PASSED
Start listener action : sampleAfterTestCase,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.033s,PASSED
,,,,,,
Test Cases/WebserviceTest/GET/VerifyNameById,,,2018-08-20 15:32:26,2018-08-20 15:32:28,2.432s,PASSED
Start listener action : sampleBeforeTestCase,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.008s,PASSED
Statement - request = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.002s,PASSED
Statement - response = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.002s,PASSED
Statement - params = new java.util.ArrayList(),,,2018-08-20 15:32:26,2018-08-20 15:32:26,0.001s,PASSED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(UserData).getRowNumbers(), (row++)])",,,2018-08-20 15:32:26,2018-08-20 15:32:28,2.028s,PASSED
"Statement - println(""End of Users test case"")",,,2018-08-20 15:32:28,2018-08-20 15:32:28,0.006s,PASSED
Start listener action : sampleAfterTestCase,,,2018-08-20 15:32:28,2018-08-20 15:32:28,0.009s,PASSED
,,,,,,
Test Cases/WebserviceTest/PUT/EditUser,,,2018-08-20 15:32:28,2018-08-20 15:32:29,0.767s,PASSED
Start listener action : sampleBeforeTestCase,,,2018-08-20 15:32:28,2018-08-20 15:32:28,0.011s,PASSED
Statement - dataFactory = new com.ahmedsoft.utilities.DataFactory(),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.186s,PASSED
Statement - user = dataFactory.getLastUser(),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.058s,PASSED
Statement - modifiedUser = dataFactory.modifyUser(user),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.005s,PASSED
Statement - body = dataFactory.createStringifiedUser(modifiedUser),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.003s,PASSED
Statement - request = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/API/ModifyUser),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.006s,PASSED
"Statement - request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.002s,PASSED
Statement - request.setRestUrl(request.getRestUrl() + user.getId()),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.005s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(request),,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.013s,PASSED
"Statement - updatedUser = dataFactory.jsonifyUser(response.getResponseText(), com.ahmedsoft.utilities.User)",,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.000s,PASSED
verifyEqual,,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,2018-08-20 15:32:29,2018-08-20 15:32:29,0.005s,PASSED
